INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,TONE
864,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.","I am not sure what you think the West will be the 'winner' of. Islam isn't in competition with Western culture, and the idea it threatens it is a myth spread to incite fear.",MUSLIMS,V1,Conversational
865,Muslims have no place in civilised Europe.,There are centuries old Islamic communities in Europe.,MUSLIMS,V1,Confrontational
866,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!",So much hatred. We must respect and understand all peoples.,MUSLIMS,V1,Empathetic
868,All Muslims are incompatible with any Western society.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",MUSLIMS,V1,Inquisitive
869,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,How can you say this about people who do not have anything at all to do with those terror attacks?,MUSLIMS,V1,Inquisitive
871,"All Muslims should be deported, no one wants them here.","Then why did we ask them to come in the first place, wasn't it to save our NHS, run the trains and post office? None of those were doing very well last time I looked, I think we might actually still be in need them.",MUSLIMS,V1,Conversational
875,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",Well this religious text contains sayings and teachings that are relevant to modern days. So I strongly disagree with you on this one.,MUSLIMS,V1,Conversational
877,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm is not a Muslim practice. It is a cultural practice that is often tied to religion as a way to justify it. Not all Muslims practice it and not all those that practice it are Muslim!,MUSLIMS,V1,Conversational
878,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,What do you mean by being forced fed? I haven't seen anything like this.,MUSLIMS,V1,Inquisitive
879,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",I think that is a stereotype mainly as a result of people knowing little about Islam and Muslims.,MUSLIMS,V1,Conversational
881,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",Or maybe children who have Down syndrome are at higher risk of physical abuse and bulling.,DISABLED,V2,Confrontational
882,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",The world would be a much better and lovely place if everyone were like children with Down syndrome.,DISABLED,V2,Empathetic
883,Jews are genetically evil.,"Just because they are Jewish, it does not mean they are bad people.",JEWS,V2,Empathetic
886,The problem is that Jews are genetically evil but behave like whining pussies.,"Jews suffered and have been persecuted more than anyone else, even though they are only a tiny part of the world's population. Nonetheless a few of them are still around and alive: maybe this really is the ""problem"" for some antisemites.",JEWS,V2,Conversational
887,The Jews are an oriental conspiracy to subvert European culture,"Have you ever read or heard about the Protocols of the Learned Elders of Zion? Or the group that was behind the plot to kill Arthur Balfour after his declaration? If there is a conspiracy, then it is against Jews.",JEWS,V2,Inquisitive
888,Jews want to subvert western democracy and destroy freedom.,"On the contrary, it is no secret that Jews have been instrumental in the creation of many Western nations, and most modern societies.",JEWS,V2,Conversational
889,Tell Mr Soros that he is a parasite on Europe and that the European people is suffering from multiculturalism.,"One day: ""the left has always been dominated by blacks and Latinos"". The next day: ""the left has always been dominated by Zionists"". Please, make up your mind!",JEWS,V2,Conversational
890,"Jews rule the world and control banks, media, education, entertainment, finance and most of all, politics.","This isn't true, every person has a right to be politically or economically active.",JEWS,V2,Confrontational
893,The Jews invented Ebola.,"Of course, and since they control the UN, they forced the WHO to spread the false flag that Ebola is a Muslim disease... Please stop spreading such Antisemitic canard.",JEWS,V2,Conversational
894,"We are all created equal in the eyes of the law, but a few individuals have the gall to question this equality and to claim that some groups - such as Jewish - are more worthy of protection from society than others.","What is the issue? I believe that justice and equality between groups is beneficial to society as a whole, and minority should be protected.",JEWS,V2,Inquisitive
